Geography,ES-over16,ES-over16-iLF,ES-over16-iLF-CIV,ES-over16-iLF-CIV-E,ES-over16-iLF-CIV-UE,ES-over16-iLF-AF,ES-over16-oLF,ES-over16-F-iLF,ES-over16-F-iLF-CIV,ES-over16-F-iLF-CIV-E,CTW-over16,CTW-over16-CTV-alone,OCC-over16-iLF-CIV-E-mgmt_biz_sci_arts,OCC-over16-iLF-CIV-E-prod_trans_materials,IND-over16-iLF-CIV-E - Manufacturing,COW-over16-iLF-CIV-E-private_emp,COW-over16-iLF-CIV-E-govt,INC - Total households,INC - Wage.Earner.Count,INC - Social.Security.Recip.Cnt,INC - Food.Stamp.Cnt,INC - Families,INC - NonFam,HIC-Civilian.NIP,HIC-Civilian.NIP-Covered,HIC-Civilian.NIP-Covered-Private,HIC-Civilian.NIP-Covered-Public,HIC-Civilian.NIP-Uninsured,HIC-Civilian.NIP <Age19,HIC-Civilian.NIP Age19-64,HIC-Civilian.NIP Age19-64-iLF,HIC-Civilian.NIP Age19-64-iLF-E,HIC-Civilian.NIP Age19-64-iLF-E-Covered,HIC-Civilian.NIP Age19-64-iLF-E-Covered-Private,HIC-Civilian.NIP Age19-64-iLF-E-Uninsured,HIC-Civilian.NIP Age19-64-iLF-UE,HIC-Civilian.NIP Age19-64-iLF-UE-Covered,HIC-Civilian.NIP Age19-64-iLF-UE-Uninsured,HIC-Civilian.NIP Age19-64-oLF,HIC-Civilian.NIP Age19-64-oLF-Covered,above_average_median,above_weighted_median,modal_income
"San Juan County, Washington",14294,0.556667133,0.556667133,0.534140199,0.022526934,0,0.443332867,0.493402036,0.493402036,0.493385724,0.928993339,0.655844156,0.397249509,0.080157171,0.044007859,0.67491814,0.136738703,7718,0.681394144,0.444286084,0.06348795,4692,3026,16171,0.916764579,0.698596253,0.450930678,0.083235421,2408,8849,0.760876935,0.733190191,0.860357583,0.761559803,0.139642417,0.027686744,0.632653061,0.367346939,0.239123065,1939,1,1,6
"Skagit County, Washington",97671,0.596912082,0.592796224,0.5546887,0.038107524,0.004115858,0.403087918,0.460112176,0.46256412,0.46695092,0.92274478,0.778141729,0.3172564,0.139948687,0.121749082,0.766266128,0.156265574,47341,0.736908811,0.370123149,0.15662956,31961,15380,120489,0.904688395,0.650665206,0.419200093,0.095311605,28569,69056,0.765074722,0.719836075,0.866563399,0.766903378,0.133436601,0.045238647,0.572023047,0.427976953,0.234925278,13824,1,0,6
"Skamania County, Washington",9548,0.551214914,0.551005446,0.516757436,0.03424801,0.000209468,0.448785086,0.45734372,0.457517582,0.457640859,0.882151682,0.751562163,0.34819619,0.154641265,0.137008512,0.722132144,0.216862586,4713,0.685974963,0.351368555,0.139189476,3116,1597,11459,0.934200192,0.637490182,0.431189458,0.065799808,2389,6948,0.697179044,0.656591825,0.917799211,0.803375712,0.082200789,0.040587219,0.776595745,0.223404255,0.302820956,1820,1,0,6
"Snohomish County, Washington",614842,0.676484365,0.670782087,0.634611819,0.036170268,0.005702278,0.323515635,0.455412076,0.457995999,0.457187085,0.934283809,0.747063495,0.388970901,0.115673038,0.165008483,0.819201612,0.125194138,284477,0.825187977,0.258477838,0.111074006,194472,90005,762452,0.922183954,0.75199488,0.275416682,0.077816046,186539,482638,0.798478363,0.757806058,0.912551333,0.864118815,0.087448667,0.040672305,0.704941416,0.295058584,0.201521637,84378,1,1,8
"Spokane County, Washington",393019,0.607848476,0.601469649,0.563827703,0.037641946,0.006378826,0.392151524,0.478032282,0.481887905,0.484085832,0.928194628,0.786869631,0.358712967,0.11619847,0.082709447,0.787887813,0.15377152,194995,0.760188723,0.315669633,0.175404498,123597,71398,481783,0.924146348,0.658968872,0.396141001,0.075853652,116184,293581,0.747245224,0.702317248,0.903893068,0.799647892,0.096106932,0.044927976,0.728658074,0.271341926,0.252754776,65460,1,0,6
"Stevens County, Washington",35397,0.501963443,0.501087663,0.467412493,0.03367517,0.00087578,0.498036557,0.455031517,0.455826803,0.457781807,0.903478604,0.775475819,0.292777274,0.14705349,0.113992143,0.722635237,0.198186763,17534,0.669613323,0.435154557,0.176286073,12128,5406,43591,0.918584111,0.598288638,0.49464339,0.081415889,10269,24189,0.663359378,0.619909876,0.884361454,0.756785595,0.115638546,0.043449502,0.654614653,0.345385347,0.336640622,7281,0,0,6
"Thurston County, Washington",217580,0.630715139,0.612064528,0.565199007,0.046865521,0.018650611,0.369284861,0.48143641,0.491939057,0.495299896,0.935459891,0.795212638,0.418821559,0.100596864,0.055710057,0.639498764,0.299302303,106229,0.768650745,0.311327415,0.122348888,70386,35843,263479,0.931501182,0.752845578,0.338421658,0.068498818,62127,159837,0.775709004,0.718156622,0.918467087,0.850001742,0.081532913,0.057552381,0.750081531,0.249918469,0.224290996,31969,1,1,6
"Wahkiakum County, Washington",3521,0.368077251,0.368077251,0.345072423,0.023004828,0,0.631922749,0.497685185,0.497685185,0.504526749,0.923611111,0.740183793,0.301234568,0.18436214,0.09218107,0.565432099,0.283127572,1823,0.569391114,0.537575425,0.166209545,1284,539,4060,0.909605911,0.624630542,0.535960591,0.090394089,728,2054,0.565238559,0.534566699,0.884335155,0.765027322,0.115664845,0.03067186,0.650793651,0.349206349,0.434761441,755,0,0,6
"Walla Walla County, Washington",48312,0.584368273,0.583436827,0.548435171,0.035001656,0.000931446,0.415631727,0.478357892,0.479121581,0.480676329,0.926916664,0.716079152,0.360243056,0.10424215,0.079030797,0.723505435,0.20776721,22391,0.738243044,0.348800857,0.134652316,14374,8017,56631,0.908795536,0.67639632,0.412583214,0.091204464,14091,32893,0.778372298,0.733286718,0.863888889,0.781923715,0.136111111,0.045085581,0.677006069,0.322993931,0.221627702,6427,1,0,6
"Whatcom County, Washington",175216,0.630302027,0.62874395,0.586110857,0.042633093,0.001558077,0.369697973,0.467497895,0.468656391,0.473367999,0.915336855,0.752496554,0.352944613,0.12063761,0.10766729,0.754907689,0.173823713,83475,0.756501947,0.312920036,0.146199461,50745,32730,211156,0.919940707,0.70352725,0.349580405,0.080059293,46156,131706,0.769653622,0.720270906,0.907952437,0.828438607,0.092047563,0.049382716,0.706334563,0.293665437,0.230346378,26387,1,0,6
"Whitman County, Washington",41358,0.588205426,0.586948112,0.537211664,0.049736448,0.001257314,0.411794574,0.462243598,0.46323378,0.465118372,0.87938208,0.596149342,0.481951571,0.084120983,0.080655325,0.563777118,0.39310469,17657,0.812199128,0.20490457,0.108229031,8528,9129,47532,0.941008163,0.788184802,0.247559539,0.058991837,10007,32975,0.684882487,0.633601213,0.937012396,0.87282822,0.062987604,0.051281274,0.858072147,0.141927853,0.315117513,9432,0,0,6
"Yakima County, Washington",181605,0.620616172,0.61894221,0.572616393,0.046325817,0.001673963,0.379383828,0.457327406,0.458199514,0.458505626,0.90519826,0.786018261,0.246389076,0.169420137,0.084171555,0.797797865,0.147975767,81720,0.787004405,0.308614782,0.232868331,58723,22997,245349,0.841271006,0.530269127,0.427729479,0.158728994,77998,136043,0.763148416,0.709363951,0.763356959,0.64911299,0.236643041,0.053784465,0.575645756,0.424354244,0.236851584,23854,0,0,6
"Barbour County, West Virginia",13802,0.510505724,0.510505724,0.465222432,0.045283292,0,0.489494276,0.492478002,0.492478002,0.497430307,0.882486517,0.782566742,0.26304314,0.125214141,0.062139854,0.797695063,0.159943934,6293,0.657238201,0.399809312,0.167646591,4222,2071,16627,0.919348048,0.567510675,0.483250135,0.080651952,3738,9897,0.650601192,0.59270486,0.89209001,0.754347085,0.10790999,0.057896332,0.57591623,0.42408377,0.349398808,3148,0,0,3
"Berkeley County, West Virginia",87423,0.654644659,0.65194514,0.59771456,0.05423058,0.002699518,0.345355341,0.479862312,0.480270199,0.479465687,0.902587946,0.825651692,0.339323305,0.150380832,0.094882688,0.742335515,0.218471313,42456,0.789546825,0.305539853,0.123233465,29598,12858,111091,0.923027068,0.71165981,0.358678921,0.076972932,27952,67963,0.780336359,0.722319497,0.90874091,0.843698438,0.09125909,0.058016862,0.732183617,0.267816383,0.219663641,13158,1,0,6
"Boone County, West Virginia",18817,0.418079396,0.418079396,0.373598342,0.044481054,0,0.581920604,0.433837549,0.433837549,0.449217639,0.85915851,0.868027815,0.243527738,0.128165007,0.043954481,0.79544808,0.168421053,9298,0.556141106,0.492686599,0.235319424,6530,2768,23118,0.928713557,0.567350117,0.539060472,0.071286443,5349,13761,0.541821089,0.488845287,0.896387691,0.78281552,0.103612309,0.052975801,0.547325103,0.452674897,0.458178911,5786,0,0,6
"Braxton County, West Virginia",11864,0.529248146,0.529248146,0.448415374,0.080832771,0,0.470751854,0.441630833,0.441630833,0.44887218,0.838350056,0.795782675,0.285150376,0.141165414,0.056954887,0.777255639,0.169172932,5498,0.672426337,0.408875955,0.221535104,4110,1388,14003,0.920017139,0.557237735,0.49310862,0.079982861,3171,7945,0.710887351,0.606293266,0.877724725,0.773095288,0.122275275,0.104594084,0.726835138,0.273164862,0.289112649,2078,0,0,6
"Brooke County, West Virginia",19461,0.556446226,0.554031139,0.534607677,0.019423462,0.002415087,0.443553774,0.468002586,0.468651456,0.472510573,0.944351697,0.858475742,0.308919646,0.129661669,0.125528643,0.797193387,0.158208381,9961,0.700532075,0.403473547,0.122879229,6382,3579,22835,0.934617911,0.705058025,0.424479965,0.065382089,4618,13301,0.740846553,0.716036388,0.899622008,0.8300084,0.100377992,0.024810165,0.793939394,0.206060606,0.259153447,3181,0,0,6
"Cabell County, West Virginia",78949,0.530076378,0.528936402,0.499753005,0.029183397,0.001139976,0.469923622,0.47917513,0.480207859,0.481231783,0.925788453,0.826021728,0.365302243,0.097604866,0.073450767,0.804536814,0.157876061,40239,0.665101021,0.378090907,0.183702378,22702,17537,94638,0.911240728,0.615788584,0.43452947,0.088759272,20505,57882,0.665595522,0.627276183,0.877657816,0.763413022,0.122342184,0.038319339,0.719567178,0.280432822,0.334404478,16611,0,0,6
"Calhoun County, West Virginia",6196,0.430923176,0.430923176,0.368624919,0.062298257,0,0.569076824,0.449438202,0.449438202,0.454465849,0.826966292,0.831974638,0.315674256,0.135726795,0.044658494,0.784588441,0.183012259,2808,0.550569801,0.429487179,0.251424501,1950,858,7427,0.902921772,0.545711593,0.537632961,0.097078228,1527,4259,0.579009157,0.495656257,0.841307437,0.75698721,0.158692563,0.0833529,0.74084507,0.25915493,0.420990843,1545,0,0,3
"Clay County, West Virginia",7138,0.395348837,0.395348837,0.352479686,0.042869151,0,0.604651163,0.435506733,0.435506733,0.434022258,0.872785259,0.730816078,0.246025437,0.186804452,0.090620032,0.718600954,0.230524642,3365,0.570282318,0.460326895,0.284992571,2289,1076,8853,0.938890771,0.504122896,0.584208743,0.061109229,2151,5070,0.527613412,0.467850099,0.870994941,0.715008432,0.129005059,0.059763314,0.785478548,0.214521452,0.472386588,2236,0,0,5
"Doddridge County, West Virginia",7252,0.419470491,0.419470491,0.392029785,0.027440706,0,0.580529509,0.420118343,0.420118343,0.429475906,0.925706772,0.772372159,0.253605346,0.1069293,0.030249736,0.750967288,0.185367569,2662,0.589030804,0.530052592,0.141247183,1817,845,7934,0.932190572,0.627930426,0.49294177,0.067809428,1538,4733,0.577646313,0.535812381,0.876971609,0.806782334,0.123028391,0.041833932,0.747474747,0.252525253,0.422353687,1876,0,0,6
"Fayette County, West Virginia",36413,0.483975503,0.483975503,0.443440529,0.040534974,0,0.516024497,0.454576406,0.454576406,0.462500774,0.896896102,0.814247754,0.287359881,0.11599678,0.056976528,0.748374311,0.215148325,17697,0.631915014,0.457987229,0.21020512,12196,5501,43454,0.905302159,0.566276983,0.503958209,0.094697841,9744,25484,0.638596767,0.590448909,0.826809331,0.731109191,0.173190669,0.048147857,0.61206194,0.38793806,0.361403233,8394,0,0,5
"Gilmer County, West Virginia",7173,0.401366234,0.401366234,0.35215391,0.049212324,0,0.598633766,0.459534561,0.459534561,0.452494062,0.87217784,0.758661888,0.319477435,0.111638955,0.068487728,0.675771971,0.274742676,2703,0.641509434,0.365889752,0.16500185,1746,957,6951,0.890375486,0.566393325,0.434325996,0.109624514,1456,4258,0.627289807,0.565758572,0.885429639,0.811955168,0.114570361,0.061531235,0.603053435,0.396946565,0.372710193,1364,0,0,6
"Grant County, West Virginia",9640,0.527904564,0.527904564,0.500311203,0.027593361,0,0.472095436,0.457653763,0.457653763,0.471698113,0.936333268,0.822875131,0.255027991,0.245075679,0.18266639,0.766535351,0.166701223,4372,0.65347667,0.468892955,0.123970723,2895,1477,11567,0.927379614,0.650989885,0.454309674,0.072620386,2432,6561,0.692424935,0.653101661,0.924154026,0.855775963,0.075845974,0.039323274,0.406976744,0.593023256,0.307575065,1760,0,0,5
"Greenbrier County, West Virginia",29221,0.512063242,0.511960576,0.477293727,0.034666849,0.000102666,0.487936758,0.474303281,0.474197861,0.482325948,0.919050802,0.802749291,0.331469133,0.132071413,0.062450706,0.783035778,0.151287015,15255,0.681743691,0.448115372,0.167420518,9622,5633,34922,0.913807915,0.619695321,0.481472997,0.086192085,7142,20256,0.668147709,0.621741706,0.870493886,0.777671907,0.129506114,0.046406003,0.69893617,0.30106383,0.331852291,5769,0,0,6
"Hampshire County, West Virginia",19346,0.508011992,0.508011992,0.47916882,0.028843172,0,0.491988008,0.443732194,0.443732194,0.444444444,0.930606431,0.795757708,0.249946063,0.216828479,0.141100324,0.745307443,0.166019417,9676,0.63972716,0.437267466,0.136006614,5552,4124,22924,0.902460304,0.558279532,0.497993369,0.097539696,4822,13447,0.675912843,0.636945044,0.829188558,0.72469352,0.170811442,0.0389678,0.755725191,0.244274809,0.324087157,3866,0,0,6
"Hancock County, West Virginia",24693,0.587413437,0.587413437,0.54331187,0.044101567,0,0.412586563,0.474526026,0.474526026,0.478905784,0.901689073,0.864133344,0.265652952,0.205277281,0.174418605,0.841979726,0.121049493,12760,0.707053292,0.427194357,0.1330721,8132,4628,29678,0.926646,0.697014624,0.420412427,0.073354,6146,17394,0.748418995,0.696504542,0.901196863,0.818406934,0.098803137,0.051914453,0.681063123,0.318936877,0.251581005,3972,0,0,5
"Hardy County, West Virginia",11328,0.601076977,0.601076977,0.570533192,0.030543785,0,0.398923023,0.483624614,0.483624614,0.483521584,0.941401087,0.793603744,0.207798236,0.27464026,0.226674919,0.757852391,0.161689618,5561,0.74213271,0.41898939,0.134148534,4070,1491,13754,0.912098299,0.646720954,0.427511997,0.087901701,2906,8135,0.74824831,0.716902274,0.870198903,0.784122085,0.129801097,0.031346036,0.588235294,0.411764706,0.25175169,1757,0,0,5
"Harrison County, West Virginia",55435,0.585929467,0.585604762,0.547307658,0.038297105,0.000324705,0.414070533,0.469258951,0.469180298,0.468160844,0.917783323,0.827381352,0.338727752,0.121324984,0.05306526,0.741067897,0.200131839,27542,0.708844674,0.385084598,0.141420376,18027,9515,67830,0.925652366,0.640144479,0.43541206,0.074347634,15404,40484,0.731251853,0.683381089,0.884768308,0.785332177,0.115231692,0.047870764,0.78121775,0.21878225,0.268748147,9926,0,0,6
"Jackson County, West Virginia",23632,0.497841909,0.497841909,0.474822275,0.023019634,0,0.502158091,0.449128772,0.449128772,0.455841725,0.93438164,0.835167834,0.286783709,0.128954639,0.117814812,0.75260672,0.187327333,11149,0.630549825,0.39922863,0.15068616,7715,3434,28947,0.925899057,0.645904584,0.441254707,0.074100943,6773,16769,0.652632834,0.623054446,0.888399694,0.80886294,0.111600306,0.029578389,0.709677419,0.290322581,0.347367166,5159,0,0,6
"Jefferson County, West Virginia",44487,0.662058579,0.660754827,0.612650887,0.04810394,0.001303752,0.337941421,0.465385529,0.465725464,0.464245093,0.907195101,0.795515056,0.409722987,0.093670886,0.067840763,0.710548523,0.23485599,20808,0.812427912,0.311226451,0.114475202,14643,6165,55320,0.931453362,0.756923355,0.303994939,0.068546638,13412,33912,0.791755131,0.739738146,0.916287969,0.863350076,0.083712031,0.052016985,0.759070295,0.240929705,0.208244869,6291,1,1,8
"Kanawha County, West Virginia",154009,0.57040173,0.569271926,0.532053322,0.037218604,0.001129804,0.42959827,0.489521555,0.490424646,0.497675157,0.917865249,0.815998111,0.373927582,0.089820725,0.051231984,0.752614686,0.206624278,80267,0.709893231,0.406829706,0.154521784,50303,29964,186020,0.924615633,0.641409526,0.444473713,0.075384367,40242,111358,0.725075881,0.677068554,0.89939918,0.790508906,0.10060082,0.048007328,0.637485971,0.362514029,0.274924119,27330,0,0,6
"Lewis County, West Virginia",13262,0.512215352,0.511687528,0.473458,0.038229528,0.000527824,0.487784648,0.438392463,0.43884468,0.429049212,0.902004126,0.833687306,0.243350852,0.148272018,0.059722886,0.767160376,0.172320433,6586,0.667931977,0.399939265,0.17871242,4532,2054,16216,0.90423039,0.585841145,0.467131228,0.09576961,3598,9493,0.675866428,0.627725693,0.843262292,0.752139621,0.156737708,0.048140735,0.759299781,0.240700219,0.324133572,2677,0,0,6
"Lincoln County, West Virginia",16949,0.454599091,0.454599091,0.421204791,0.033394301,0,0.545400909,0.45697599,0.45697599,0.475136574,0.898637249,0.844598498,0.225801933,0.144558061,0.057991315,0.772937386,0.204930663,8046,0.589734029,0.461844395,0.234775043,5564,2482,21181,0.915915207,0.51744488,0.544875124,0.084084793,4891,12643,0.578739223,0.534287748,0.851221318,0.742264989,0.148778682,0.044451475,0.633451957,0.366548043,0.421260777,4818,0,0,3
"Logan County, West Virginia",28085,0.435926651,0.435926651,0.380202955,0.055723696,0,0.564073349,0.451768357,0.451768357,0.461322345,0.833374173,0.820935019,0.274115003,0.124742461,0.051976025,0.778891178,0.186177187,13978,0.576262699,0.47403062,0.243668622,9586,4392,33884,0.908717979,0.541819148,0.529925629,0.091282021,7477,20493,0.560923242,0.488313083,0.860597582,0.724193065,0.139402418,0.07261016,0.649193548,0.350806452,0.439076758,8020,0,0,6
"McDowell County, West Virginia",16115,0.285076016,0.285076016,0.253242321,0.031833695,0,0.714923984,0.492816717,0.492816717,0.502572899,0.87592512,0.876491054,0.243077677,0.126929674,0.024013722,0.645920118,0.322224945,7702,0.435990652,0.527395482,0.304596209,5168,2534,18103,0.883389493,0.394409766,0.65221234,0.116610507,4114,10354,0.413077072,0.367394244,0.799421661,0.611987382,0.200578339,0.045682828,0.572938689,0.427061311,0.586922928,5210,0,0,3
"Marion County, West Virginia",46497,0.573133751,0.572875669,0.541411274,0.031464396,0.000258081,0.426866249,0.469023228,0.469234523,0.470564869,0.931974321,0.83633434,0.340231985,0.120640343,0.072733773,0.793159609,0.16501152,22718,0.707368606,0.372788098,0.147988379,14789,7929,56202,0.928507882,0.68068752,0.397992954,0.071492118,12143,33918,0.724364644,0.687511056,0.904069643,0.810197693,0.095930357,0.036853588,0.68,0.32,0.275635356,8406,0,0,6
"Marshall County, West Virginia",26102,0.523101678,0.522948433,0.492184507,0.030763926,0.000153245,0.476898322,0.44990479,0.45003663,0.457772243,0.924468864,0.88501466,0.281933525,0.144391687,0.072079085,0.808515607,0.1507745,12695,0.661520284,0.436864907,0.116975187,8497,4198,31626,0.922658572,0.690887245,0.422468855,0.077341428,6773,18572,0.672625458,0.634395865,0.894924461,0.815311492,0.105075539,0.038229593,0.715492958,0.284507042,0.327374542,5367,0,0,6
"Mason County, West Virginia",22056,0.454796881,0.454796881,0.419795067,0.035001814,0,0.545203119,0.46934503,0.46934503,0.477805379,0.897218622,0.858444444,0.234582568,0.232098499,0.153796306,0.819310941,0.152176261,11079,0.605289286,0.430634534,0.187020489,7698,3381,26359,0.936378467,0.616905042,0.502712546,0.063621533,5971,15312,0.622061129,0.575561651,0.887892886,0.763417678,0.112107114,0.046499478,0.790730337,0.209269663,0.377938871,5370,0,0,6
"Mercer County, West Virginia",49833,0.484076817,0.484076817,0.454197018,0.029879799,0,0.515923183,0.494548771,0.494548771,0.501634709,0.927372217,0.84542488,0.307987983,0.118936114,0.077582398,0.76270213,0.183131572,25019,0.6097366,0.471281826,0.221431712,16507,8512,60532,0.928170224,0.5704586,0.53077711,0.071829776,13117,35360,0.624717195,0.588291855,0.886068647,0.743245842,0.113931353,0.036425339,0.687888199,0.312111801,0.375282805,11895,0,0,6
"Mineral County, West Virginia",22578,0.532686686,0.532686686,0.495836655,0.036850031,0,0.467313314,0.448075164,0.448075164,0.455024565,0.92009645,0.822609796,0.27476552,0.215006699,0.184457347,0.780705672,0.18785172,11274,0.676955828,0.389036722,0.10262551,7287,3987,27194,0.911524601,0.651504008,0.409833051,0.088475399,5949,15942,0.701856731,0.655940284,0.857511715,0.787702018,0.142488285,0.045916447,0.745901639,0.254098361,0.298143269,4267,0,0,6
"Mingo County, West Virginia",20176,0.426447264,0.426447264,0.359982157,0.066465107,0,0.573552736,0.45269642,0.45269642,0.453944651,0.791841004,0.827682372,0.271100096,0.146495938,0.041993667,0.745835054,0.208040755,10910,0.54619615,0.490100825,0.309715857,7412,3498,25066,0.932538099,0.483922445,0.606837948,0.067461901,5808,15129,0.54127834,0.458325071,0.864436112,0.695702336,0.135563888,0.082953269,0.901992032,0.098007968,0.45872166,6401,0,0,3
"Monongalia County, West Virginia",88638,0.597497687,0.597317178,0.560989643,0.036327534,0.000180509,0.402502313,0.446252903,0.446387761,0.445550528,0.918859194,0.75989229,0.450980392,0.074308698,0.056490699,0.745942685,0.215404726,38410,0.779979172,0.239442853,0.088648789,20431,17979,102154,0.929782485,0.767595983,0.260841475,0.070217515,19874,70849,0.702606953,0.662098265,0.912916498,0.856786544,0.087083502,0.040508687,0.798606272,0.201393728,0.297393047,19158,0,0,6
"Monroe County, West Virginia",11137,0.51539912,0.514770585,0.468258957,0.046511628,0.000628536,0.48460088,0.480487805,0.481074481,0.48801534,0.88871446,0.833366045,0.28379674,0.18274209,0.171620326,0.785426654,0.134419942,5815,0.633533964,0.478245916,0.174032674,4003,1812,13401,0.903514663,0.593836281,0.491754347,0.096485337,2760,7432,0.701157158,0.637513455,0.849092444,0.769945125,0.150907556,0.063643703,0.820295983,0.179704017,0.298842842,1933,0,0,3
"Morgan County, West Virginia",14611,0.548696188,0.546026966,0.485250838,0.060776128,0.002669222,0.451303812,0.430834477,0.429932314,0.422990127,0.878039609,0.770021413,0.285190409,0.161071932,0.103949224,0.782369535,0.149929478,7118,0.673784771,0.436779994,0.137960101,4518,2600,17344,0.91951107,0.688999077,0.432426199,0.08048893,3471,10233,0.712987394,0.633440829,0.900802222,0.802067263,0.099197778,0.079546565,0.581081081,0.418918919,0.287012606,2642,0,0,6
"Nicholas County, West Virginia",20856,0.506568853,0.506568853,0.46969697,0.036871883,0,0.493431147,0.446000947,0.446000947,0.456104532,0.909512541,0.879383911,0.226112699,0.138321764,0.065026541,0.791241323,0.171294406,10671,0.618779871,0.453190891,0.190516353,7361,3310,25357,0.923216469,0.618803486,0.495602792,0.076783531,5265,14953,0.670969036,0.621547516,0.891004949,0.775231332,0.108995051,0.049421521,0.691474966,0.308525034,0.329030964,4214,0,0,5
"Ohio County, West Virginia",35702,0.591031315,0.590135006,0.560332754,0.029802252,0.000896308,0.408968685,0.474148145,0.47486829,0.47648088,0.926811904,0.798791417,0.348812797,0.112571857,0.056885779,0.809447638,0.144763809,17846,0.699260338,0.416900146,0.133307184,10441,7405,42314,0.931535662,0.706432859,0.386349672,0.068464338,8876,25160,0.75190779,0.715977742,0.894804041,0.823248584,0.105195959,0.035930048,0.810840708,0.189159292,0.24809221,5626,0,0,6
"Pendleton County, West Virginia",6029,0.489301708,0.47570078,0.452147952,0.023552828,0.013600929,0.510698292,0.444067797,0.45153417,0.454145268,0.954672245,0.698685172,0.252384446,0.203961849,0.125091709,0.661408657,0.232208364,3032,0.632915567,0.340039578,0.136873351,2036,996,6966,0.93453919,0.611111111,0.517800746,0.06546081,1331,3922,0.647628761,0.615757267,0.898136646,0.75942029,0.101863354,0.031871494,0.744,0.256,0.352371239,1253,0,0,3
"Pleasants County, West Virginia",6286,0.514635698,0.514635698,0.476296532,0.038339166,0,0.485364302,0.433384853,0.433384853,0.445223781,0.906646059,0.890896693,0.277221109,0.19505678,0.151970608,0.752839011,0.194054776,2868,0.729079498,0.377266388,0.136331939,2151,717,6965,0.932663317,0.72218234,0.376740847,0.067336683,1502,4239,0.699929229,0.643076197,0.931034483,0.873074101,0.068965517,0.056853031,0.526970954,0.473029046,0.300070771,1128,0,0,6
"Pocahontas County, West Virginia",7250,0.517931034,0.517931034,0.485241379,0.032689655,0,0.482068966,0.412782956,0.412782956,0.419840819,0.92276964,0.781240981,0.317509949,0.11995452,0.08357021,0.652075043,0.264354747,3647,0.629832739,0.465313957,0.137373183,2189,1458,8293,0.89786567,0.568672374,0.522488846,0.10213433,1581,4776,0.688860972,0.646356784,0.846776806,0.702947846,0.153223194,0.042504188,0.384236453,0.615763547,0.311139028,1269,0,0,3
"Preston County, West Virginia",27944,0.527984541,0.527304609,0.483109075,0.044195534,0.000679931,0.472015459,0.453097465,0.45368171,0.458888889,0.897455039,0.804673321,0.265777778,0.155777778,0.104148148,0.77637037,0.17237037,12420,0.713123994,0.398792271,0.168196457,8627,3793,31138,0.908632539,0.654409403,0.414413257,0.091367461,6795,18419,0.740702535,0.677669797,0.878945682,0.803316776,0.121054318,0.063032738,0.732988803,0.267011197,0.259297465,4054,0,0,6
"Putnam County, West Virginia",45403,0.592031364,0.589410391,0.568993238,0.020417153,0.002620972,0.407968636,0.451488095,0.451963678,0.457846249,0.953364971,0.865245169,0.394673686,0.125183866,0.106448866,0.801850275,0.167337617,21734,0.726281402,0.374298334,0.094414282,15415,6319,56260,0.93652684,0.738908638,0.334909349,0.06347316,13430,33574,0.73887532,0.71379639,0.919006885,0.858460255,0.080993115,0.02507893,0.709026128,0.290973872,0.26112468,7817,1,0,6
"Raleigh County, West Virginia",62561,0.501078947,0.500263743,0.462348748,0.037914995,0.000815204,0.498921053,0.462932244,0.463686615,0.475747623,0.906444707,0.824914519,0.298738116,0.092653414,0.034364736,0.762005186,0.199343129,31069,0.664327787,0.433583315,0.198107438,21230,9839,74497,0.906559996,0.585580627,0.491227835,0.093440004,16782,43545,0.661912964,0.611298657,0.865209061,0.739321537,0.134790939,0.050614307,0.695099819,0.304900181,0.338087036,13058,0,0,6
"Randolph County, West Virginia",24148,0.513458672,0.513458672,0.47606427,0.037394401,0,0.486541328,0.46245665,0.46245665,0.468771747,0.911686426,0.794585987,0.295842032,0.134916493,0.066370912,0.765483646,0.186412665,11391,0.658414538,0.420770784,0.161882188,7377,4014,27365,0.895742737,0.588744747,0.468335465,0.104257263,5899,15913,0.709797021,0.655627474,0.829962619,0.712355027,0.170037381,0.054169547,0.672853828,0.327146172,0.290202979,4062,0,0,6
"Ritchie County, West Virginia",8228,0.495989305,0.495989305,0.453816237,0.042173068,0,0.504010695,0.425630973,0.425630973,0.437868238,0.899534428,0.858894034,0.202463846,0.222281735,0.144884842,0.772629888,0.18880557,3825,0.633202614,0.456732026,0.156339869,2543,1282,9947,0.883381924,0.584397306,0.487986328,0.116618076,2128,5767,0.662909658,0.609328941,0.838645418,0.764371087,0.161354582,0.053580718,0.618122977,0.381877023,0.337090342,1609,0,0,6
"Roane County, West Virginia",11583,0.451610118,0.451610118,0.41025641,0.041353708,0,0.548389882,0.444274517,0.444274517,0.447811448,0.888740203,0.80167778,0.314604377,0.144991582,0.064393939,0.748947811,0.172138047,5815,0.617884781,0.454686156,0.225623388,3972,1843,14254,0.938262944,0.521257191,0.569734811,0.061737056,3322,8150,0.594969325,0.536196319,0.902974828,0.764988558,0.097025172,0.058773006,0.797494781,0.202505219,0.405030675,3010,0,0,5
